jonaya,4439,2008,2009,16352,11913
smitha,-4439,1983,1984,5780,10219
tarica,4439,1979,1980,11781,7342
daci,-4439,2005,2006,11128,15567
charlisha,-4439,1989,1990,8899,13338
sinya,-4439,2010,2011,14750,19189
orquidea,4439,2016,2017,18181,13742
amiliana,4438,2014,2015,9577,5139
kamrie,4438,1994,1995,9993,5555
ahna,4438,2022,2023,10403,5965
kennice,4438,2007,2008,16555,12117
jestiny,4437,2009,2010,18585,14148
keyanna,4437,1975,1976,8487,4050
lanetra,4436,1975,1976,9831,5395
akshitha,4436,2016,2017,14411,9975
kada,4436,2012,2013,15859,11423
takyia,4436,2006,2007,19745,15309
sarrah,4435,2008,2009,11458,7023
breena,4434,1988,1989,7768,3334
omelia,4434,2016,2017,18173,13739
tenika,4434,1971,1972,9506,5072
karelin,4434,2007,2008,19003,14569
maryuri,4434,2010,2011,16268,11834
edona,-4434,2006,2007,14003,18437
lydiann,4434,2010,2011,10910,6476
teneshia,4434,1971,1972,9505,5071
dahlya,4433,2022,2023,15840,11407
annesha,-4432,1997,1998,9879,14311
macii,4432,2012,2013,18498,14066
danahi,4432,2023,2024,11413,6981
dorit,-4432,1980,1981,6420,10852
keesa,4432,1979,1980,10947,6515
daizha,-4432,2005,2006,13330,17762
markecia,4431,1991,1992,14521,10090
korianna,4431,2010,2011,18553,14122
araeya,4431,2017,2018,14317,9886
joeleen,4431,2008,2009,16340,11909
nabila,4430,2001,2002,10745,6315
eka,-4430,2023,2024,11468,15898
mariafernanda,4430,1991,1992,14512,10082
bania,-4430,2007,2008,9634,14064
nevena,4429,2015,2016,18380,13951
alysea,-4429,2002,2003,9519,13948
madalin,4429,2020,2021,14448,10019
raighan,4429,2014,2015,18601,14172
ciclaly,4429,2002,2003,15966,11537
deosha,4429,1993,1994,12178,7749
ravya,4428,2014,2015,18611,14183
azira,4428,2019,2020,14081,9653
starlene,4428,2011,2012,19226,14798
jodiann,4428,1994,1995,14400,9972
laraine,-4428,2023,2024,9996,14424
tovah,4427,1989,1990,12277,7850
malisha,-4427,2007,2008,12293,16720
zamyia,4427,2008,2009,13800,9373
neleh,4427,2015,2016,18371,13944
christabel,4427,2004,2005,10064,5637
emilygrace,-4427,2017,2018,11974,16401
dyuthi,4427,2023,2024,12481,8054
sriyah,4426,2011,2012,19223,14797
syri,4426,2006,2007,19724,15298
koharu,4426,2010,2011,18542,14116
lyrical,4426,2013,2014,9987,5561
dalayla,-4425,2023,2024,6010,10435
kasondra,4425,2005,2006,15437,11012
imperia,-4425,1995,1996,9911,14336
jaelene,4425,1996,1997,9920,5495
akhila,4424,2015,2016,14561,10137
eera,-4424,2023,2024,11466,15890
khrystyn,4424,1988,1989,12807,8383
lynisha,4424,1990,1991,14292,9868
chidimma,4423,2002,2003,15953,11530
jasminn,4423,1989,1990,13200,8777
jenasys,4422,2009,2010,18554,14132
sonna,4422,1960,1961,7166,2744
ibeth,4421,1996,1997,12395,7974
latunya,4421,1978,1979,9167,4746
tiffnay,4421,1980,1981,10294,5873
ereka,4420,1985,1986,11170,6750
cerita,-4420,1989,1990,8891,13311
danilynn,4420,2007,2008,11037,6617
lashara,4420,1996,1997,14777,10357
hristina,-4420,1988,1989,8683,13103
marna,-4419,1983,1984,7071,11490
cait,-4419,2021,2022,11310,15729
magnolia,4419,1985,1986,8881,4462
ieesha,-4419,1995,1996,9907,14326
princesa,4419,2014,2015,18579,14160
samyukta,4419,2010,2011,14693,10274
lavetta,4418,1990,1991,10866,6448
anieya,4418,2006,2007,15307,10889
danniela,-4418,2016,2017,12047,16465
amandalyn,4418,1990,1991,13040,8622
ragad,-4417,2011,2012,14501,18918
vianet,4417,2006,2007,17036,12619
jonnisha,4417,1998,1999,15217,10800
christmas,4416,1987,1988,11647,7231
laquanna,4416,1996,1997,14767,10351
inger,-4416,1985,1986,7165,11581
hadlie,4416,2003,2004,10735,6319
nyema,4416,1980,1981,11618,7202
lyana,4415,1991,1992,14468,10053
ciena,4415,2022,2023,15809,11394
jackleen,4415,1983,1984,10877,6462
talene,4415,1979,1980,11748,7333
chelcie,4415,2002,2003,15943,11528
suzi,4415,1999,2000,14213,9798
kristeena,4415,1999,2000,15719,11304
ottilia,4414,2022,2023,11963,7549
kanesha,4414,1973,1974,8984,4570
susann,4414,1999,2000,14211,9797
andreal,4413,1988,1989,11890,7477
tanga,4413,1968,1969,6921,2508
solie,4413,2011,2012,19203,14790
kenyette,4413,1988,1989,12787,8374
jalayna,4413,2022,2023,14295,9882
kaleiyah,4412,2007,2008,18971,14559
lanya,4412,1998,1999,9754,5342
jazelynn,4412,2009,2010,18536,14124
johniqua,4412,1991,1992,12156,7744
nyeemah,4412,2014,2015,16016,11604
simiyah,4412,2011,2012,19183,14771
norelle,4411,2014,2015,16010,11599
jazly,4411,2009,2010,18537,14126
razan,4411,1993,1994,13041,8630
taraja,-4410,2010,2011,12163,16573
dajae,4410,2005,2006,17096,12686
lanecia,4410,1996,1997,14759,10349
valinda,-4409,1987,1988,7333,11742
ginelle,4409,2008,2009,13004,8595
analycia,4409,2006,2007,15287,10878
caylani,4409,2017,2018,11873,7464
tahitia,4409,1976,1977,10697,6288
iashia,-4409,1991,1992,9652,14061
maytte,4409,2013,2014,12760,8351
lashica,4408,1978,1979,9151,4743
tecora,-4408,1985,1986,8258,12666
brieana,4408,1982,1983,10681,6273
faviola,-4408,2022,2023,11543,15951
lamisha,4408,1996,1997,14753,10345
albree,-4407,2012,2013,12255,16662
jalia,4407,1989,1990,13167,8760
nilani,4406,2014,2015,16000,11594
netasha,4406,1986,1987,12213,7807
karnisha,4406,1990,1991,12063,7657
jenevieve,4406,1994,1995,9943,5537
aakifah,4406,2021,2022,13459,9053
abrah,-4405,2015,2016,11842,16247
nhi,4405,1980,1981,11596,7191
taneshia,4405,1970,1971,9188,4783
ravenne,4405,1993,1994,13032,8627
deliliah,4405,2023,2024,12450,8045
semiko,-4404,1980,1981,3584,7988
kadijatou,4404,2005,2006,15395,10991
charda,4403,1990,1991,10403,6000
chasidy,4403,1971,1972,8522,4119
raena,4403,1970,1971,7744,3341
adesuwa,4403,2015,2016,14523,10120
geissie,4403,2014,2015,13542,9139
djeneba,-4403,2023,2024,11458,15861
cereza,4403,2022,2023,15781,11378
dalaysa,-4403,2016,2017,12041,16444
tywanna,4402,1990,1991,11363,6961
kadidia,4402,2007,2008,18952,14550
rozanna,-4402,1988,1989,6183,10585
adiella,4402,2015,2016,14524,10122
riyann,4402,2017,2018,17925,13523
shalisa,-4402,2009,2010,14988,19390
kiauna,4402,1989,1990,9179,4777
corita,-4402,1981,1982,6420,10822
rika,4401,2017,2018,17919,13518
moyinoluwa,4401,2015,2016,18307,13906
adayla,4401,2016,2017,14352,9951
daira,4401,1993,1994,12120,7719
naeva,4401,2015,2016,18327,13926
humayra,-4401,2023,2024,8216,12617
khamiah,4401,2010,2011,18490,14089
reshonda,4401,1972,1973,7998,3597
dennisse,4400,2000,2001,15689,11289
sonyia,-4400,1977,1978,5168,9568
labrittany,4399,1996,1997,14734,10335
patrina,4399,1999,2000,12326,7927
jenni,4399,2019,2020,10856,6457
katya,4399,1979,1980,8458,4059
coreena,4399,1986,1987,11297,6898
tishya,4399,2019,2020,17749,13350
analysia,4398,2005,2006,11908,7510
konnie,4398,1975,1976,9787,5389
skila,4398,1999,2000,14184,9786
fareedah,4398,2014,2015,13530,9132
nashelle,-4398,1992,1993,8524,12922
kylla,-4398,2007,2008,14764,19162
suzane,4398,1979,1980,11723,7325
janneth,4397,1994,1995,9929,5532
makayle,4397,2008,2009,14793,10396
persephony,4396,2013,2014,18617,14221
heart,-4396,2023,2024,8209,12605
navreet,4395,2014,2015,15977,11582
brittanee,4395,1984,1985,8262,3867
kiyana,4395,1975,1976,9783,5388
skylea,4395,2006,2007,19663,15268
shaunna,4394,2011,2012,19145,14751
kesia,4394,2010,2011,18477,14083
shalita,4393,1986,1987,8354,3961
cabella,4393,2017,2018,11849,7456
bexleigh,4393,2015,2016,9037,4644
kaiva,-4392,2019,2020,11856,16248
nelida,4392,2016,2017,18099,13707
jaliza,4392,2008,2009,18686,14294
taimane,4392,2017,2018,15725,11333
miia,4392,2007,2008,14955,10563
mykena,-4392,2008,2009,14916,19308
shamekka,4392,1983,1984,11691,7299
renlie,4391,2017,2018,17899,13508
elfrida,-4391,1958,1959,2129,6520
faya,4391,2020,2021,12567,8176
tocarra,4391,2006,2007,16989,12598
elbony,-4391,1992,1993,9746,14137
kadasia,4391,2007,2008,16454,12063
demy,-4391,2023,2024,11443,15834
andrya,4390,2004,2005,16311,11921
thaliana,4390,2019,2020,17735,13345
galisa,-4390,1988,1989,8660,13050
zakyia,4389,2011,2012,14798,10409
cristabella,-4389,2016,2017,12033,16422
sayana,4389,2023,2024,13231,8842
reighna,4389,2017,2018,17892,13503
johnita,4389,1973,1974,8955,4566
leilla,4389,2012,2013,18408,14019
juleigh,4388,2007,2008,18932,14544
leialoha,4388,2012,2013,18403,14015
amariona,4388,2018,2019,12556,8168
emilly,4388,1981,1982,10884,6496
leshea,4388,1991,1992,14420,10032
elyria,4387,2020,2021,15802,11415
lavren,4387,1992,1993,14519,10132
latecia,4386,1997,1998,15064,10678
jassmine,4386,2008,2009,16262,11876
rayley,4386,2017,2018,17884,13498
jerissa,-4386,1993,1994,9981,14367
liylah,4386,2010,2011,16153,11767
jakhiya,4386,2008,2009,18673,14287
latazia,4386,1997,1998,15063,10677
mckinleigh,4386,2007,2008,14933,10547
solay,4386,2020,2021,13290,8904
jashia,4386,2009,2010,18500,14114
ermani,-4385,2022,2023,11526,15911
desa,4385,1976,1977,9660,5275
revna,-4385,2023,2024,5695,10080
maylene,4385,1986,1987,9184,4799
latoia,4384,1992,1993,14508,10124
janiyla,4384,2006,2007,14180,9796
siclaly,4383,2006,2007,19642,15259
bryttani,4383,1998,1999,12700,8317
keasia,4382,1992,1993,9929,5547
jacklene,4382,1989,1990,13133,8751
shanyiah,-4382,2014,2015,14335,18717
jaquia,4382,1991,1992,12106,7724
krissi,-4381,2007,2008,14757,19138
geovanna,4381,1988,1989,8668,4287
aalayiah,-4381,2015,2016,11834,16215
aurelie,4381,2001,2002,15649,11268
laurissa,4381,2012,2013,18385,14004
deepti,-4380,2006,2007,13958,18338
teana,4379,2019,2020,17716,13337
breeanne,4379,2001,2002,12272,7893
shuronda,4379,1975,1976,10353,5974
ellajane,4379,2020,2021,15780,11401
tasmia,4378,2019,2020,17710,13332
haily,-4378,2023,2024,7040,11418
penley,4378,2016,2017,15773,11395
shirlyn,4377,2006,2007,19626,15249
jadlyn,4377,2003,2004,14577,10200
anara,4377,2005,2006,13131,8754
shawntia,4376,1999,2000,14146,9770
giavana,4376,2001,2002,14127,9751
phyliss,4376,1974,1975,9786,5410
lamia,4376,1976,1977,10075,5699
tieghan,-4374,2023,2024,8930,13304
jameira,4374,2009,2010,18457,14083
paisleyann,4374,2016,2017,15763,11389
mildreth,-4374,2008,2009,14892,19266
kristalyn,4374,2020,2021,14342,9968
hailynn,4374,2009,2010,10226,5852
demirose,4374,2021,2022,15838,11464
nevaiah,-4373,2011,2012,14413,18786
rut,4373,1992,1993,9325,4952
takina,-4373,1985,1986,8239,12612
kyashia,-4372,2003,2004,13201,17573
kashayla,4372,1988,1989,12729,8357
kyisha,4372,1985,1986,9980,5608
alyna,4372,1993,1994,8080,3708
nevaehly,-4372,2011,2012,14412,18784
shermika,4371,1975,1976,10339,5968
lashiya,4371,2012,2013,18371,14000
nouf,4371,2013,2014,18555,14184
tijuana,4370,1997,1998,13600,9230
skylee,4370,1995,1996,10395,6025
stephaine,4369,2009,2010,13536,9167
lakyia,-4369,2007,2008,12206,16575
yamilett,4369,2021,2022,13399,9030
jahnessa,4369,2009,2010,16013,11644
mckinzley,4369,2015,2016,18229,13860
rozalin,-4368,2013,2014,14320,18688
ailanni,4368,2018,2019,15758,11390
delanee,4368,1998,1999,10358,5990
anaise,4368,2010,2011,13569,9201
ifeoma,4368,2022,2023,14229,9861
daniesha,4368,2000,2001,15625,11257
dyneshia,-4368,1998,1999,8787,13155
raelani,4368,2017,2018,17852,13484
kloi,4368,2009,2010,14523,10155
kowsar,4367,2021,2022,14439,10072
kirbi,4367,1996,1997,14687,10320
leela,4367,1989,1990,8435,4068
kirsta,4367,1996,1997,14688,10321
ashanna,4367,2001,2002,15618,11251
dystany,4367,1996,1997,12290,7923
kerrianne,4367,1999,2000,15640,11273
kayzia,4366,2010,2011,18431,14065
celinda,4366,1995,1996,12047,7681
jacqlyn,4366,2008,2009,18634,14268
tameya,4366,2000,2001,10658,6292
ahnyla,4366,2017,2018,14191,9825
lamira,4365,2012,2013,18358,13993
avelyn,4365,2004,2005,9339,4974
kimmya,-4365,2007,2008,14740,19105
kelda,4365,1975,1976,9743,5378
catelin,4365,2003,2004,11512,7147
janeice,4364,1998,1999,15110,10746
shacara,4363,1981,1982,8856,4493
mihaela,4363,2014,2015,18361,13998
kayte,4363,2010,2011,18426,14063
novalea,4362,2015,2016,15908,11546
annalea,4362,1998,1999,11224,6862
myna,4362,2016,2017,18040,13678
laraven,4362,1992,1993,14481,10119
candita,4362,1971,1972,8473,4111
maryclaire,4362,2022,2023,11867,7505
elliee,-4362,2022,2023,11501,15863
brynnley,4361,2007,2008,10961,6600
jacilyn,4361,2008,2009,18628,14267
addilynn,4361,2005,2006,11850,7489
aprille,4361,1982,1983,10613,6252
khylie,4360,1996,1997,14670,10310
damesha,4360,2000,2001,15612,11252
svea,4360,2000,2001,10645,6285
myleena,4360,2016,2017,18036,13676
udana,-4359,1975,1976,3767,8126
emperatriz,-4359,1988,1989,8632,12991
nyliah,4359,2021,2022,11901,7542
kimbree,4358,2012,2013,14297,9939
breslynn,-4358,2018,2019,11586,15944
mirola,4358,2014,2015,15915,11557
mone,4358,2014,2015,15920,11562
cathlene,4358,1988,1989,10570,6212
danileigh,4358,2021,2022,15804,11446
helaena,4358,2022,2023,14209,9851
diosa,4357,2020,2021,15740,11383
hikma,4357,2022,2023,14215,9858
lahana,4357,1992,1993,14458,10101
krissa,4357,2006,2007,11060,6703
myarose,4357,2016,2017,18029,13672
zayda,4357,1989,1990,14545,10188
bernadine,4357,2003,2004,16126,11769
keyle,4357,1996,1997,14657,10300
zerlina,-4356,1974,1975,6258,10614
svetlana,4356,1989,1990,12178,7822
sifa,4356,2017,2018,15661,11305
lananh,4356,1990,1991,14186,9830
edythe,4356,2015,2016,13392,9036
madason,4356,2001,2002,10648,6292
marleyna,4356,2015,2016,18190,13834
nikka,4356,2013,2014,18529,14173
charise,4355,2005,2006,17009,12654
jkayla,4355,2007,2008,16398,12043
lawryn,-4355,1999,2000,12114,16469
nolita,4355,1974,1975,9759,5404
solenne,4354,2019,2020,17645,13291
havannah,4354,2019,2020,12945,8591
nahyeli,-4354,2011,2012,14374,18728
ellara,-4354,2022,2023,11500,15854
marisabel,4354,2015,2016,18184,13830
zyleigh,4353,2018,2019,18143,13790
avea,4353,2008,2009,11728,7375
eadie,4353,2018,2019,14288,9935
umeka,4353,1972,1973,7262,2909
jahzarra,4352,2008,2009,16209,11857
alacia,4352,1985,1986,9321,4969
jezelle,4352,2023,2024,14185,9833
myrical,4352,2022,2023,13164,8812
dajane,4351,2000,2001,15601,11250
kailie,4351,2016,2017,11292,6941
lacye,4351,1992,1993,14451,10100
donnisha,-4351,2002,2003,8435,12786
graycie,4350,2000,2001,12246,7896
belle,4350,1991,1992,9423,5073
ilaisaane,4350,1995,1996,14259,9909
mella,4350,2014,2015,18335,13985
jalesha,4350,1998,1999,15089,10739
beatrix,4350,1998,1999,12651,8301
mellani,4350,2014,2015,18336,13986
ellizabeth,4349,2001,2002,14063,9714
yanil,4349,1990,1991,12927,8578
meleena,4349,2014,2015,15891,11542
dajea,-4349,2006,2007,13932,18281
natlie,4348,1992,1993,12855,8507
evy,4348,2000,2001,11062,6714
zoellie,4348,2018,2019,18131,13783
stellamae,-4348,2023,2024,8912,13260
aridai,4348,2001,2002,15587,11239
cataleya,4348,2011,2012,4828,480
nefeli,4348,2013,2014,18504,14156
jodilyn,4348,1974,1975,9321,4973
jasalyn,4348,2005,2006,15292,10944
taquia,-4347,1985,1986,6416,10763
annamary,4347,2019,2020,13968,9621
carolee,-4347,1994,1995,7685,12032
moncia,-4347,1990,1991,6734,11081
reveca,-4347,2001,2002,13172,17519
draizy,4347,2015,2016,13381,9034
meriwether,4347,2016,2017,17979,13632
rocsi,-4347,2013,2014,11785,16132
chrisandra,4347,1981,1982,9330,4983
halani,4347,2019,2020,12933,8586
adamarie,4346,2018,2019,15709,11363
jenise,4346,2023,2024,14173,9827
salimah,4346,2011,2012,19056,14710
calaiyah,4345,2023,2024,15609,11264
sashia,4345,1984,1985,11773,7428
tasnia,4345,2006,2007,16933,12588
tashae,4345,2006,2007,16929,12584
dezeray,4344,1999,2000,10624,6280
shailee,4344,2017,2018,15638,11294
jacqulyn,4344,2009,2010,18401,14057
kymberley,4343,1992,1993,14436,10093
kyliah,4343,1997,1998,15001,10658
kanyiah,4343,2010,2011,18385,14042
jaylis,4343,2007,2008,18830,14487
keiani,4342,2020,2021,14275,9933
yulianna,4342,2000,2001,7149,2807
haizlynn,4342,2022,2023,14186,9844
senua,4342,2019,2020,17582,13240
lachandra,4341,1988,1989,11102,6761
oliwia,4341,2002,2003,13265,8924
kiriana,4341,2010,2011,16048,11707
neeta,4341,1978,1979,10877,6536
farida,4341,1983,1984,10784,6443
lamiya,4340,1991,1992,14342,10002
maryjoy,-4340,2008,2009,14839,19179
keairah,4340,1999,2000,15595,11255
jaida,4340,1979,1980,9412,5072
aarunya,4339,2018,2019,15693,11354
mariaclara,4339,2016,2017,12467,8128
javeria,4339,2007,2008,18821,14482
dama,4339,1976,1977,9604,5265
asmaa,4339,1992,1993,11884,7545
dafna,-4339,2006,2007,13928,18267
adleigh,4338,2005,2006,10933,6595
caryss,4338,2005,2006,16979,12641
maryana,4338,1999,2000,11030,6692
jasel,4338,2007,2008,18814,14476
ellah,4338,2002,2003,10476,6138
mehek,4338,2014,2015,18319,13981
palma,-4338,1976,1977,6426,10764
briselda,4338,2002,2003,15829,11491
sejal,4337,1998,1999,9952,5615
jazzalynn,4337,2007,2008,16355,12018
brenee,-4336,2005,2006,13237,17573
markyla,-4336,2008,2009,14829,19165
cyndel,-4336,2006,2007,13923,18259
rusti,-4336,1996,1997,7477,11813
breane,-4336,1996,1997,9694,14030
kursty,4335,1990,1991,14143,9808
aivy,4335,2011,2012,11212,6877
brinlynn,4335,2023,2024,15590,11255
greysi,4334,2019,2020,12915,8581
telani,4334,2021,2022,13338,9004
bridie,4334,2023,2024,15586,11252
aaralynn,4334,2018,2019,15687,11353
chasty,4334,1981,1982,9313,4979
catriona,-4334,2021,2022,6218,10552
nel,4333,2016,2017,15687,11354
destani,4333,2018,2019,14255,9922
keyashia,-4333,2003,2004,13161,17494
mckenlie,4333,2016,2017,17949,13616
chosynn,-4333,2023,2024,11387,15720
tanvika,4333,2021,2022,13332,8999
delenn,4333,1996,1997,12236,7903
makynley,4332,2015,2016,18143,13811
derya,4332,2018,2019,14252,9920
zayliana,4332,2018,2019,18099,13767
sanyah,4332,2019,2020,17560,13228
cailie,4331,2005,2006,16956,12625
cortny,4331,2000,2001,15573,11242
shyleen,-4330,1997,1998,11915,16245
shariah,-4330,2023,2024,8891,13221
basha,4329,2022,2023,15659,11330
bellah,4329,2007,2008,9638,5309
mielle,4328,2021,2022,10076,5748
chevette,4328,1975,1976,8165,3837
kyja,-4328,1999,2000,12075,16403
chanice,4328,1987,1988,6876,2548
jadey,4328,1998,1999,15055,10727
harika,4328,2003,2004,14509,10181
kailiyah,4327,2020,2021,14227,9900
manette,4327,1972,1973,9061,4734
fanny,4327,2020,2021,9783,5456
zyva,4327,2018,2019,15677,11350
cassidee,4327,1988,1989,9407,5080
terrencia,-4327,1989,1990,10750,15077
breazia,4326,2002,2003,15808,11482
esha,4326,1983,1984,10766,6440
orlena,4326,1981,1982,11622,7296
zianne,4326,2004,2005,18818,14492
flormaria,4326,1989,1990,13040,8714
aubryana,4326,2003,2004,16080,11754
tameki,4326,1977,1978,9508,5182
haillee,4326,1995,1996,14223,9897
hinda,4325,1979,1980,9392,5067
latwana,-4325,1983,1984,7032,11357
zurielle,4325,2018,2019,12459,8134
elayna,4325,1982,1983,9550,5225
kailanny,4325,2020,2021,14224,9899
camelia,4324,1999,2000,8323,3999
jalliyah,4324,2007,2008,18776,14452
azyra,4324,2022,2023,15651,11327
velencia,4324,2001,2002,17858,13534
angeleigh,4324,2001,2002,15535,11211
majorie,4323,2014,2015,15822,11499
jabrina,-4323,1993,1994,9925,14248
jacquiline,4323,1990,1991,11931,7608
miraya,4323,1995,1996,11333,7010
zariana,4323,2006,2007,15131,10808
suraya,4321,1997,1998,13510,9189
tomica,4321,1983,1984,10198,5877
rakhia,-4321,2009,2010,14870,19191
mannat,4320,2006,2007,9081,4761
reileigh,-4320,2010,2011,14644,18964
myiesha,4320,2013,2014,18441,14121
sabryna,4320,2017,2018,15586,11266
ruca,4320,2011,2012,19015,14695
amelie,4319,1995,1996,9616,5297
morriah,-4319,2008,2009,12299,16618
tiwana,4319,1983,1984,10195,5876
sunjai,4318,2021,2022,13310,8992
laira,4318,2008,2009,14674,10356
keslyn,4318,2010,2011,16011,11693
kaela,4318,1980,1981,8543,4225
chimera,-4317,1980,1981,6382,10699
calixta,-4317,2023,2024,11359,15676
denitra,4316,1988,1989,8595,4279
kimesha,4316,1997,1998,14965,10649
azyriah,4316,2023,2024,15537,11221
nyeema,4316,2017,2018,17758,13442
samiaya,4316,2006,2007,19497,15181
karista,4316,1999,2000,15551,11235
sheyanna,4315,1996,1997,13244,8929
saphera,-4315,2014,2015,11785,16100
kinisha,4315,1991,1992,14287,9972
dalyza,4315,2020,2021,15670,11355
aleena,4315,1979,1980,10236,5921
petula,-4314,1973,1974,5468,9782
icyss,4314,2002,2003,14257,9943
nalea,4313,2016,2017,15652,11339
ednita,4313,1983,1984,10740,6427
allecia,4313,2001,2002,15477,11164
maiyah,4313,1999,2000,12165,7852
rosabelle,4313,2009,2010,13440,9127
cariyah,4312,2021,2022,15713,11401
keertana,-4312,2003,2004,13136,17448
lamona,4312,1971,1972,8962,4650
heliana,4312,2008,2009,18540,14228
shanita,4312,1965,1966,7334,3022
azaila,4312,2022,2023,15635,11323
chelsee,-4312,2017,2018,11880,16192
maurissa,-4312,2011,2012,10176,14488
harmanie,4311,2009,2010,18317,14006
royalte,4311,2019,2020,17507,13196
sefora,4311,2020,2021,10953,6642
marjona,4311,2016,2017,17906,13595
aeva,4311,2004,2005,9271,4960
evagelia,4311,1984,1985,10917,6606
azalaya,4310,2023,2024,15525,11215
anavictoria,4310,2013,2014,10315,6005
chalee,4310,2003,2004,12664,8354
cameka,-4310,1981,1982,6392,10702
ciarrah,-4309,2005,2006,9594,13903
lyleigh,4309,2015,2016,18083,13774
aolanis,4309,2008,2009,10891,6582
jaeci,4309,2007,2008,18739,14430
allisyn,4309,1984,1985,9174,4865
amairah,4309,2023,2024,11236,6927
nishka,4309,2004,2005,11375,7066
tenise,4309,1991,1992,13000,8691
shaquoya,4308,1989,1990,12092,7784
tynea,4308,2001,2002,17832,13524
katlen,-4307,2003,2004,13120,17427
hiliary,4307,1987,1988,10318,6011
mirren,4307,2013,2014,18414,14107
katanna,-4307,2007,2008,14671,18978
farran,-4307,1990,1991,9551,13858
drema,4306,1983,1984,10731,6425
deilani,4306,2017,2018,13050,8744
cydni,4306,2020,2021,15652,11346
verenis,4305,1989,1990,14472,10167
keyshla,4305,1997,1998,14940,10635
miyla,4305,2016,2017,15632,11327
monda,-4305,1972,1973,4993,9298
lakeila,-4304,1981,1982,7089,11393
osheanna,-4303,2001,2002,13128,17431
lucianne,4303,2015,2016,18067,13764
anntonette,-4302,1989,1990,8807,13109
iselis,-4302,2016,2017,7751,12053
jilliane,4302,1988,1989,12634,8332
harir,4302,2021,2022,9822,5520
mayari,4302,2017,2018,11296,6994
cambreigh,4302,2021,2022,15700,11398
miyoshi,4301,1985,1986,11835,7534
maurita,4301,1982,1983,9985,5684
lorinda,4301,2015,2016,18060,13759
kentara,4300,1990,1991,14070,9770
eliska,-4300,2021,2022,9768,14068
keelia,4299,1992,1993,14343,10044
guneet,4299,2009,2010,18286,13987
kasidy,4299,2021,2022,14342,10043
cythia,4299,1977,1978,9932,5633
airlie,4299,2019,2020,13867,9568
valecia,4299,1989,1990,14457,10158
raeleigh,4299,1995,1996,12967,8668
breeauna,4299,2005,2006,16907,12608
kathreen,4299,1982,1983,11276,6977
christelle,4298,1985,1986,9526,5228
devanie,-4298,2015,2016,6801,11099
matina,4297,1982,1983,9980,5683
lynnsey,4297,2007,2008,12261,7964
merisa,4297,1988,1989,8150,3853
ravae,4296,1986,1987,10525,6229
waukesha,-4296,1978,1979,7635,11931
athelia,4296,2022,2023,15592,11296
jacelyn,4296,1974,1975,9260,4964
kassity,4296,2004,2005,13451,9155
zulaikha,4296,2022,2023,17740,13444
shaquetta,-4296,1997,1998,11882,16178
takendra,-4295,1989,1990,10707,15002
tyishia,4295,1989,1990,14443,10148
azalynn,4295,2021,2022,12395,8100
tymika,4295,1989,1990,14445,10150
astelle,4295,2022,2023,15588,11293
hajer,4295,2008,2009,18506,14211
aiva,-4295,2023,2024,5251,9546
serenitee,4295,2004,2005,12553,8258
haelie,4294,2008,2009,18500,14206
riddhima,-4294,2014,2015,14266,18560
matlyn,-4294,2002,2003,13129,17423
daneisha,4294,2004,2005,10900,6606
meritxell,4292,2013,2014,18375,14083
angy,4292,2023,2024,12271,7979
halaina,4292,2005,2006,15169,10877
reniya,4292,2019,2020,17454,13162
genesha,-4291,1993,1994,9886,14177
kariah,4291,2023,2024,11679,7388
chasady,4291,2000,2001,15504,11213
raquita,4290,1983,1984,11543,7253
manuella,4289,2021,2022,10033,5744
halina,4289,2000,2001,8780,4491
argentina,4289,2003,2004,16028,11739
nahla,4289,1997,1998,11697,7408
erha,4289,2022,2023,14101,9812
ayshah,4289,2002,2003,15754,11465
cathie,4288,1986,1987,11159,6871
crista,-4288,2015,2016,6787,11075
madiline,4288,2016,2017,17838,13550
nisaa,-4288,2001,2002,13098,17386
ariyanna,4287,1995,1996,11917,7630
nidia,4287,2019,2020,11128,6841
kamyra,4287,2003,2004,8234,3947
nichele,-4286,2001,2002,13087,17373
kynzleigh,4286,2012,2013,10892,6606
yaribel,4286,2004,2005,18748,14462
katelynne,4286,1986,1987,8078,3792
zala,4286,2017,2018,14078,9792
leslieanne,4286,1984,1985,9826,5540
miamarie,4286,2015,2016,15772,11486
traneshia,4286,1989,1990,14429,10143
kimyra,4285,2007,2008,14742,10457
makaiyla,-4285,2011,2012,14248,18533
trudi,-4284,1996,1997,11734,16018
nayvi,4284,2017,2018,17692,13408
kataleena,4284,2018,2019,13124,8840
tonoa,4283,1960,1961,7231,2948
takiesha,4283,1991,1992,12960,8677
sanayah,4283,2018,2019,10433,6150
cieara,-4283,2006,2007,11641,15924
mela,4283,2003,2004,13362,9079
samirah,4283,1981,1982,10104,5821
shantea,-4282,1998,1999,12200,16482
ciona,-4281,2006,2007,11645,15926
lekeisha,-4281,1995,1996,5835,10116
jillienne,4281,1999,2000,15481,11200
vibha,4281,2018,2019,12388,8107
mariesha,4281,1993,1994,12821,8540
daquana,4281,1993,1994,9785,5504
diyora,-4281,2021,2022,9755,14036
dalayna,-4280,2022,2023,8142,12422
alany,4280,2001,2002,15434,11154
jemina,4279,1988,1989,12598,8319
akshara,4279,2001,2002,12107,7828
melika,4279,2016,2017,15584,11305
kania,4279,1992,1993,14298,10019
ilianna,4279,1986,1987,9987,5708
arrayah,4278,2022,2023,15560,11282
